Cler_surn	Cler_fore
Beckett	Georgius
Beckett	Joannes
Beckett	John
Beckett	Petrus
Beckett	Radulphus
Beckett	Ricardus
Beckett	Thomas
Beckett	unknown
Beckett	Willielmus
Beckett	Willimus
Beckewith	Willelmus
Beckham	Edwardus
Beckham	Johannes
Beckham	Thomas
Beckingham	Johannes
Beckingham	John
Beckingham	not given
Beckingham	Thomas
Beckman	Johannes
Beckman	John
Beckwith	Richard
Beckwith	William
Beckwithe	William
Beckwythe	Christoforus
Beckynshawe	Adame
Becon	Thomas
Becon	[blank]
Becoost	Willimus
Beda	Johannes
Beda	Johes
Beda	John
Bedall	Jhon
Bedall	Johannes
Bedan	Nicolaus
Bedborow	Williamus
Bedborowe	William
Bedbury	William
Bedcott	Ricardus
Bedd*m	Benjaminus
Beddingfeild	Edmund
Beddingfield	Edmundus
Beddingfield	Robert
Beddo	Ludovicus
Beddoe	
Beddoe	Ludovicus
Beddoes	John
Beddoes	Richard
Beddow	Johannes
Beddow	John
Beddow	Ludovicus
Bede	John
Bede	John Bishop
Bede	Thomas
Bedell	Abrahamus
Bedell	Henry
Bedell	Johannes
Bedell	John
Bedell	Thomas
Bedell	Walter
Bedell	Williamus
Bedford	
Bedford	
Bedford	Amos
Bedford	blank
Bedford	Edvardus
Bedford	Edwardus
Bedford	Gulielmus
Bedford	Jacobus
Bedford	John
Bedford	Richard
Bedford	Richardus
Bedford	Walter
Bedford	William
Bedford	William
Bedgeant	William
Bedgell	James
Bedill	Johannes
Bedill	Richard
Bedingfeild	Edmundus
Bedle	Augustine
Bedle	blank
Bedle	Johannes
Bedle	Samuel
Bedle	William
Bedle	Williamus
Bedler	Willus
Bedlowe	Thomas
Bedo	Hugh
Bedoe	Joannes
Bedoe	Willhelmus
Bedoe	Willmus
Bedoes	Richard
Bedoes	Richus
Bedooe	Richard
Bedooes	Richard
Bedowe	Willimus
Bedwell	William
Bedwell	Willimus
Bedyll	Thomas
Bedyngton	Thomas
Bee	Daniel
Bee	Henricus
Bee	Matthew
Bee	Nicholas
Bee	Nicholas
Beeby	
Beeby	Anth:
Beeby	Anthony
Beeby	blank
Beeby	Jo:
Beeby	Johannes
Beeby	John
Beech	George
Beech	John
Beech	Thomas
Beecham	blank
Beeche	Andrew
Beeche	John
Beeche	Thomas
Beeche	William
Beecher	James
Beecher	Johes
Beecher	Thomas
Beecher	William
Beecher	Willielmus
Beechin	Sentliger
Beechinge	John
Beed	John Bishop
Beedell	Henricus
Beedle	Sam:
Beeke	Christopher
Beeke	Reginaldus
Beekley	Saml
Beekley	Samuel
Beekly	Samuel
Beele	Henericus
Beele	Robert
Beeley	George
Beeley	Georgius
Beelis	Thomas
Beell	Thomas
Beely	William
Been	Thomas
Beene	Johannes
Beer	Radolph
Beerd	Josephus
Beere	Stephanus
Beerny	John
Beesely	
Beesely	Henricus
Beesely	Henry
Beesley	Johannes
Beeston	Edmundus
Beeston	George
Beeston	Hen:
Beeston	Henricus
Beeston	Johannes
Beeston	Ralph
Beeston	Richard
Beeston	Richardus
Beeston	Thomas
Beete	George
Beete	Nicholas
Beete	Nicholas
Beetham	Matthew
Beeton	unknown
Beezely	Henry
Begges	Franciscus
Begow	John
Beidish	Thomas
Beighton	Josephus
Beighton	Jospehus
Beighton	Laurencius
Beirne	David
Beiston	Edwardus
Beiston	Richard
Beiston	Richardus
Bekat	Ricardus
Bekbayn	Robert
Beke	Matheus
Beke	Reginaldus
Beke	Robertus
Bekenhall	Thomas
Bekingham	John
Bekon	Thomas
Bekwith	Christoferus
Bekyn	[blank]
Bela	Johannes
Belamy	Rd.
Belbin	Jac:
Belchamber	Johannes
Belchamber	Johes
Belchar	
Belchar	Thomas
Belcher	
Belcher	Paul
Belcher	Thomas
Belcher	Willielmus
Belchoir	unknown
Belgrave	
Belgrave	Con.
Belgrave	Jer.
Belgrave	Johannes
Belgrove	blank
Belgrove	W
Belham	Edward
Belhouse	Edward
Belier	Timotheus
Bell	
Bell	Andreas
Bell	Andrew
Bell	Arthurus
Bell	blank
Bell	Christoforus
Bell	Clement
Bell	David
Bell	David
Bell	Davyd
Bell	Edward
Bell	Edwardus
Bell	Francis
Bell	George
Bell	Georgius
Bell	Godsblessing
Bell	Gregorius
Bell	Gulielmus
Bell	Guy
Bell	Guye
Bell	Henricus
Bell	Henricus
Bell	Henry
Bell	J.
Bell	Jacobus
Bell	James
Bell	Johannes
Bell	Johes
Bell	John
Bell	Johnes
Bell	Josiah
Bell	Milo
Bell	Nicholas
Bell	not given
Bell	Ricardus
Bell	Richard
Bell	Richardus
Bell	Robert
Bell	Robertus
Bell	Robord
Bell	Robt
Bell	Robtus
Bell	Simon
Bell	Stephanus
Bell	Symon
Bell	Thomas
Bell	unknown
Bell	Wilhelmus
Bell	William
Bellamie	John
Bellamie	Robertus
Bellamy	John
Bellamy	nil
Bellamy	Sam:
Bellamy	Samuel
Bellamy	Samuell
Bellamye	John
Bellamye	not given
Bellar	Richard
Bellard	Thomas
Bellas	Lancelot
Bellas	Thomas
Bellasis	not given
Bellasise	Richardus
Bellasses	Anthonius
Bellcanckquaile	not given
Bellchar	William
Belle	Richard
Belle	Simon'
Beller	Richard
Bellew	Johannes
Belliam	Richardus
Bellian	Richardus
Bellinger	Devereux
Bellinger	Deveruck
Bellingham	Henr.
Bellingham	Henricus
Bellingham	Henry
Bellion	Henricus
Bellis	Robert
Bellis	Robertus
Bellman	Thomas
Bellot	Hugh
Bellot	Johannes
Bellowe	John
Bellowse	Thomas
Bellson	Nicholas
Bellwood	John
Belman	Thomas
Belott	Thomas
Belser	Alexander
Belsey	Robertus
Belton	Thomas
Belwood	John
Belwood	Roger
Belworthie	Michael
Belworthy	Robertus
Belye	Robtus
Bemant	Stephen
Bembrick	Reginald
Bembridg	Thomas
Bembridge	Thomas
Bemister	nil
Bemister	Richardus
Bemister	Richus
Bemly	Robertus
Bemond	Johannes
Bemonde	Johannes
Bemor	Johannes
Bemys	Thomas
Ben'g	Francis
Ben***	unknown
Benbo	Petrus
Benbow	BLANK
Benbow	Franciscus
Benbow	Thomas
Benbowe	BLANK
Benbowe	Richard
Benbowe	Roger
Benbowe	Thomas
Benbowe	William
Benbowe	Willimus
Benbridge	Johannes
Benbrigg	Johannes
Bencanquell	
Bencanquell	not given
Benchampe	Peter
Bend	Robert
Bendall	Johanes
Bendall	Johannes
Bendall	John
Bendallus	John
Bendboe	Roger
Bendbow	Roger
Bendbow	Thomas
Bendbowe	Richus
Bendbowe	Roger
Bender	Edward
Bender	Miles
Bendes	Miles
Bendes	Milo
Bendes	William
Bendes	Williamus
Bendish	Robert
Bendish	Thomas
Bendishe	Thomas
Bendishe	William
Bendlowe	BLANK
Bendy	blank
Bendy	Samuelis
Bendyll	John
Bendysh	Robert
Bendyshe	Edmundus
Bene	Willelmus
Benean [= Benton]	Morgan
Benedict	
Bener	Lewes
Bener	Ludovic
Benerege	Thomas
Benes	Milo
Benese	Ricardus
Benet	Daniel
Benet	Edrum
Benet	Elesey
Benet	Gilbertus
Benet	Johannes
Benet	Johes
Benet	John
Benet	Johnannes
Benet	Lewys
Benet	Michaelis
Benet	Nicholas
Benet	Reginaldus
Benet	Ricardus
Benet	Richardus
Benet	Robertus
Benet	Rogerus
Benet	Thomas
Benet	unknown
Benet	Walterus
Benet	Willelmus
Benet	William
Benet	Willielmus
Benet	Willimus
Benett	Edmund
Benett	Edward
Benett	Gilbert
Benett	illegible
Benett	Johanes
Benett	Johannes
Benett	John
Benett	Matthew
Benett	Petrus
Benett	Ricardus
Benett	Richardus
Benett	Robtus
Benett	Rogerus
Benett	Thomas
Benett	Willelmus
Benfeild	Anthonius
Benfeild	Anthony
Benfield	Peter
Benfild	Peter
Benfild	Petrus
Benfilde	Peter
Benger	Benjamyn
Benger	Bernardus
Bengoe	Gwalterus
Bengoe	Walterus
Benham	Stephanus
Benham	Stephus
Benhurst (?)	Guido
Bening	unknown
Beninger	Thomas
Benion (or Benton)	Richardus
Benisfeilde	Johannes
Benison	John
Benison	Thomas
Benlloyd	David
Benn	Johannes
Benn	John
Benn	Josephus
Benn	Thomas
Bennam	Ricus
Benne	Edmund
Benne	Johannes
Benne	John
Bennefold	William
Benner	Lodovic
Benner	Ludovic
Benner	Ludovicus
Benner [= Benor, Beninge, &c	Lewis
Bennes	Miles
Bennes	Milo
Bennet	--
Bennet	Alex.
Bennet	Alexander
Bennet	Barnard
Bennet	Christopherus
Bennet	David
Bennet	Edmund
Bennet	Edward
Bennet	Edwardus
Bennet	Francis
Bennet	Gilbert
Bennet	Gulielmus
Bennet	Henricus
Bennet	Henry
Bennet	John
Bennet	Leuinus
Bennet	Martinus
Bennet	Mathew
Bennet	Nich.
Bennet	Nich:
Bennet	P
Bennet	Peter
Bennet	Petrus
Bennet	Philip
Bennet	Philippus
Bennet	Radulphus
Bennet	Ric
Bennet	Robert
Bennet	Thomas
Bennet	W
Bennet	Willam
Bennet	William
Bennet	Williamus
Bennet	Willielmus
Bennet	Willimus
Bennete	George
Bennete	Rychard
Bennett	
Bennett	Christopher
Bennett	Christopherus
Bennett	David
Bennett	Edmund
Bennett	Eduardus
Bennett	Edward
Bennett	Edwardus
Bennett	George
Bennett	George
Bennett	Georgius
Bennett	Gilbert
Bennett	Gilbertus
Bennett	Gulielmus
Bennett	Hen:
Bennett	Henricus
Bennett	Hugh
Bennett	Hugo
Bennett	J.L.
Bennett	Jacobus
Bennett	James
Bennett	Johannes
Bennett	Johes
Bennett	John
Bennett	L
Bennett	L.
Bennett	Leigh
Bennett	Matheus
Bennett	Mathew
Bennett	Mattheus
Bennett	Matthew
Bennett	Nicholas
Bennett	Nicholaus
Bennett	Nichus
Bennett	Not given
Bennett	Peter
Bennett	Petrus
Bennett	Radulphus
Bennett	Richard
Bennett	Richardus
Bennett	Robert
Bennett	Robertus
Bennett	Rogerus
Bennett	Thomas
Bennett	Thomas Leigh
Bennett	unknown
Bennett	William
Bennett	William
Bennett	Williamus
Bennett	Willielmus
Bennett	Willimus
Bennett	Willmus
Bennett	Wmus
Bennett or Benn	Thomas
Bennettt	Edwardus
Benney	Stephen
Bennison	George
Bennison	Jacobus
Bennison	John
Bennison	Thomas
Bennison	unknown
Bennitt	Martinus
Bennll	
Benns	Anthony
Benny	Robertus
Bennyan	Johannes
Bennyan	Johnnes
Bennytt	Edmund
Bennytt	Edward
Bennytt	Nicholaus
Bennytt	Ricardus
Benowe	Robert
Bensby	Johannes
Benskin	illegible
Benskin	Jacobus
Benskin	not given
Benskin	Ricardus
Benskyn	Jacobus
Benskyn	Richard
Benskyn	Richardus
Bensley	Christofer
Benson	blank
Benson	Chr.
Benson	Christopher
Benson	George
Benson	Georgius
Benson	Gulielmus
Benson	Joannes
Benson	Johannes
Benson	Johes
Benson	John
Benson	Johnes
Benson	Mylys
Benson	Nicholas
Benson	Riacrdus
Benson	Richard
Benson	Richardus
Benson	Sam:
Benson	Simon
Benson	Thomas
Benson	Willelmus
Benson	William
Benson	Willielmus
Bensson	Christoferus
Bensted	Willielmus
Benston	Robeus
Bent	Johannes
Bent	John
Bent	Josephus
Bent	Thomas
Bentall	Edrus
Bentall	Edward
Bentall	not given
Bente	Thomas
Benteley	BLANK
Benteley	Ralph
Bentey	Radulphus
Bentham	Benjamin
Bentham	blank
Bentham	Edward
Bentham	George
Bentham	Georgius
Bentham	Joseph
Bentham	Leonardus
Bentham	Robertus
Bentham	Thomas
Bentham	Thomas
Bentham	unknown
Bentho	BLANK
Bentley	Christofer
Bentley	Edward
Bentley	Joannes
Bentley	Johannes
Bentley	John
Bentley	Nathan
Bentley	Petrus
Bentley	Radulphus
Bentley	Ralph
Bentley	Thomas
Bentley	unknown
Bentley	William
Bentley	[blank]
Bentleye	Joannes
Bentleye	Petrus
Bentlie	Isaacus
Bentlowe	BLANK
Bently	Edwardus
Bently	William
Bentlye	William
Bentome	Samuelis
Benton	Brianus
Benton	Johannes
Benton	John
Benton	Matthew
Benton	Richardus
Benton	Robertus
Benton	unknown
Benton	William
Bentton	Richard
Benvell	Petrus
Benyom	Thomas
Benyon	James
Benys	Thomas
Benyson	Symond
Beoby	John
Beoll	Thomas
Beomond	Gamaliel
Beomond	Joseph
Beomont	Gamaliel
Beomont	George
Beoth	Robertus
Beraston	George
Beraston	Johnes
Berbeck	Robert
Berbeck	Simon
Berd	Not given
Berd	William
Berde	Jasperus
Berde	John
Berde	Nicholaus
Berde	Ricardus
Berde	Robertus
Berdge	Johannes
Berdmore	S
Berdmore	Samuel
Berdmore	Scrope
Berdmore	T.
Berdmore	Thomas
Bere	Franciscus
Bere	Gulielmus
Bere	John
Bere	Robert
Bere (?)	Willielmus
Bereblock	Edward
Bereblock	Edwardus
Bereblock	Henricus
Bereblocke	Edward
Bereblocke	Henricus
Bereche	Thomas
Berens	Edward
Beresford	Edward
Beresford	Michael
Beresford	Richard
Beresford	Richard
Beresford	Robert
Bergeley	Ricardus
Berheer	Austin
Beridd	Richardus
Beridg	Anthonius
Beridg---	Johannes
Berie	Thomas
Beriew	John
Beriewe	Joh'es
Beriman	John
Beriman	Stephen
Berington	John
Berisford	George
Berisford	George
Berisford	Johannes
Berisford	Michael
Berisford	Richardus
Berisford	Samuel
Berisforde	Richardus
Berjew	Joh'es
Berjew	John
Berjew	Jon'
Berjew	Joseph
Berjewe	Joh'es
Berjue	Johannes
Berjue	Johes
Berkdale	Gulielmus
Berke	Henry
Berke	Nathaniel
Berkebecke	Edward
Berkeley	Henry Rowland
Berkeley	James
Berkeley	John Rowland
Berkeley	Rowland
Berkeley	William
Berkenhead	blank
Berkett	Gulielmus
Berkhed	Michael
Berkley	Henry Rowland
Berkley	James
Berkley	Rowland
Berkly	James
Berks	Robert
Berks	Robertus
Berman	William
Berman	Willimus
Bermun	Willimus
Bernagge	Robertus
Bernam	Jacobus
Bernande	Johannes
Bernard	
Bernard	Benjamin
Bernard	blank
Bernard	David
Bernard	Franciscus
Bernard	Georgius
Bernard	J.
Bernard	James
Bernard	Johannes
Bernard	Johes
Bernard	John
Bernard	Nathaniel
Bernard	Richard
Bernard	Samuel
Bernard	Samuelus
Bernard	Thomas
Bernard	unknown
Bernard	Walter
Bernard	Walterus
Bernard	William
Bernard	Willimus
Bernard	Willmus
Berne	Rogers
Bernedeston	John
Bernefield	Urbanus Pierius
Berney	Henricus
Bernie	Henricus
Beron	Homfridus
Berre	Not given
Berreford	Michael
Berresforde	John
Berrey	Thomas
Berridge	Henry
Berridge	John
Berridge	Peter
Berridge	unknown
Berrie	Cordell
Berrie	Edwardus
Berrie	Robert
Berrie	Robertus
Berrie	Thomas
Berrie	Williamus
Berrie	Willimus
Berrier	Stephen
Berrige	John
Berrige	William
Berriman	Hugo
Berriman	Jacobus
Berriman	John
Berriman	Stephen
Berrisford	blank
Berrisford	Henricus
Berrisford	Johannes
Berrisford	Robert
Berrisford	Thomas
Berron	Humfrey
Berrow	Johannes
Berrowe?	Johes
Berry	
Berry	Amos
Berry	Arthur
Berry	blank
Berry	Geo
Berry	Georgius
Berry	Johannes
Berry	Michael
Berry	not given
Berry	Richard
Berry	Robertus
Berry	Thomas
Berry	unknown
Berry (unclear as scrawled)	not given
Berryar	Stephanus
Berrye	John
Berrye	Robertus
Berrye	Willimus
Berrye	Willus
Berryer	Gregorius
Berryman	John
Berryman	Stephanus
Berryman	Thomas
Berryman	[BLANK] but actually John
Berryman alias Brandon	Thomas
Berser	Ricus
Bersie	Johannes
Bersy	Reginaldus
Bertie	Charles
Bertie	unknown
Bertlet	John
Berton	Alexander
Berwick	Henry
Berwyk	Simon
Bery	Johannes
Bery	John
Bery	Robertus
Bery	Thomas
Beryche	Henry
Berye	Richardus
Berye	Willielmus
Beryll	Richard
Beryman	BLANK
Beryman	John
Beryman	Wilhelmus
Beseley	Basileus
Beseley	Richardus
Besewe	Reginaldus
Besewike	Johannes
Besley	
Besley	Richardus
Besson	Thomas
Best	blank
Best	Christoferus
Best	Christopherus
Best	Christopoferus
Best	Decimus
Best	Edrus
Best	Edvardus
Best	Edwardus
Best	Georgius
Best	Jasperus
Best	Johannes
Best	John
Best	Robert
Best	Robertus
Best	T
Best	Thomas
Best	Urbinus
Best	Willelmus
Best	William
Best	William Dee
Beste	Michael
Beste	Richardus
Beste	Robert
Beste	Robertus
Bestlie	Willielmus
Bestlye	Willielmus
Beston	Georgius
Beston	Jacobus
Bestpitch	unknown
Bestwick	Rich:
Bestwick	Richardus
Beswick	Carolus
Beswick	Charles
Beswicke	Carolus
Beswill	Thomas
Betche	Thomas
Betchton	Johannes
Betham	
Betham	E
Betham	Edward
Betham	Ralph
Betham	Robtus
Betham	Thomas
Betham	unknown
Bethell	Richardus
Bethell	Richus
Bethell	Samuel
Bethell	William
Bethune	Andrew
Bethune	Andrewe
Bethune	George
Bethune	George Maximilian
Bethune	George Maximillian
Betinson	Richard
Betman	Thomas
Betniffe	Gulielmus
Betsham	Robertus
Betson	BLANK
Betson	George
Betson	Johannes
Betson	Ralph
Betson	Ranulph
Betson	Thomas
Betsworth	Charles
Bett	Phius
Betterton	Richard
Bettes	Richard
Bettes	Richardus
Bettes	William
Bettesworth	Charles
Bettinson	John
Bettinson	Thomas
Bettison	Thomas
Betton	John
Betton	unknown
Betts	Richard
Betts	Robertus
Betts	William
Betts	Williamus
Bettsworth	Charles
Betty	blank
Betty	Humpfridus
Bettye	Humfridus
Bettyson	Thomas
Beuar	unknown
Beucauke	Petrus
Beuchampe	Petrus
Beueridge	Gulielmus
Beukank	Petrus
Beulcher	Thomas
Beuley	Gregory
Beumond (?)	Ricardus
Beune	Ambrose
Beuvey	Ricus
Bevan	Caleb
Bevan	Daniel
Bevan	Edwardus
Bevan	Evan
Bevan	Francis
Bevan	James
Bevan	Johannes
Bevan	Nathaniel
Bevan	not given
Bevan	Richard
Bevan	Ricus
Bevan	Thomas
Bevance	John
Bevans	Dan:
Bevans	Hugh
Bevans	Johannes
Bevans	Johes
Bevans	John
Bevans	Thomas
Bevans	William
Bever	Oliver
Bever	Richard
Bever	Sylvester
Beveriche	Thomas
Beveridge	Johannes
Beverley	Dev:
Beverley	Devoreux
Beverley	Devorex
Beverley	not given
Beverley	Richard
Beverley	Robert
Beverley	Robertus
Beverley	Thomas
Beverleye	Robert
Beverly	not given
Beverly	Robtus
Beverly	Wylliam
Beversham	Jacobus
Beverton	John
Beverydge	Thomas
Beviar	unknown
Bevington	John
Bew	Georgius
Bewars	Esau
Bewchamp	Petrus
Bewchampe	Petrus
Bewe	Georgius
Bewe	Johannes
Bewer	Johannes
Bewers	Isai
Bewes	Isaias
Bewes	Johannes
Bewicke	Wilson
Bewit	Gabriel
Bewley	Johannes
Bewley	John
Bewley	Jonathan
Bewley	Joseph
Bewley	Thomas
Bewlie	John
Bewlie	Thomas
Bewlinge	Edwardus
Bewly	Georgius
Bewly	Robertus
Bewly	Thomas
Bewlye	Thomas
Bewlys	Thomas
Bewmont	George
Bewmont	Lewis
Bewrer	Mathew
Bewsham	Johannes
Bewsham	Thomas
Bewshin	Johannes
Bewshin	Willimus
Bewshire	Georgius
Bexweke	Hugo
Beyes	John
Beyley	Samuel
Beyly	Johannes
Beynham	Thomas
Beynon	Henry
Beynon	Hugh
Beynon	James
Beynon	Jeffrey
Beynon	Jenkin
Beynon	Lewis
Beynon	Thomas
Beynton	Richardus
Beyrd	Richardus
Beyver	Franciscus
Bezar	Tho:
Bian	Thomas
Bianco	Peter
Biatt	William
Bibballe	Georgius
Bibbie	Jacobus
Bibby	Georgius
Bibby	Joannes
Bibby	Johannes
Bibbye	Ferdinando
Bibie	Thomas
Biby	Thomas
Bicardike	John
Bich	Jonathan
Bick	Jonathan
Bickenden	Edmund
Bickerdick	Milo
Bickerdike	Marmaduke
Bickerstaffe	Anthonius
Bickerton	Gulielmus
Bickerton	not given
Bickerton	unknown
Bickett	Johannes
Bickett	Johes
Bickett	nil
Bickham	Gualterus
Bickhead	Richardus
Bickle	John
Bickles	Walter
Bickley	blank
Bickley	Joh
Bickley	John
Bickley	Jon:
Bickley	Thomas
Bicknell	Edward
Bicknold	Edmund
Bicknole	Edmund
Bicknoll	Edmund
Biddall	Walter
Biddle	Johannes
Biddle	Richardus
Biddulph	Gulielmus
Biddulph	Henricus
Biddulph	not given
Biddulph	Walter
Biddulph	Willielmus
Biddulph	Willmus
Bide	Thomas
Bidsall	Robertus
Bidson	Robertus
Bidwell	not given
Bidwell	Robertus
Bidwell	William
Bielby	Thomas
Bielby	William
Bierde	Libius
Biers	J.
Biers	Jo
Biers	Jo.
Biers	Johannes
Bifield	Ricardus
Bifield	Richard
Bifilld	Richus
Big	Thomas
Biges	John
Biges	Robert
Biges	Thomas
Bigg	
Bigg	Henricus
Bigg	Henrus
Bigg	Matheus
Bigg	Thomas
Bigg	Walter
Bigge	Henricus
Bigge	Henry
Bigge	Matheus
Bigge	Matthew
Bigge	Richard
Bigge	Richardus
Bigger	Robertus
Bigges	Edmundus
Bigges	Jacobus
Bigges	John
Bigges	Josephus
Bigges	Not given
Biggin	Johannes
Biggs	Galfridus
Biggs	George
Biggs	Rich:
Biggs	Thomas
Biggs	Willimus
Bight	Henry
Bigland	Edward
Bigland	Robertus
Bigland	Thomas
Biglandes	Robertus
Bignall	Henricus
Bignet	John
Biguleye	Ricardus
Biker	John
Bikley	Robertus
Bilbie	Ralph
Bilbie	Thomas
Bilcliff	Edward
Bilcliffe	Thomas
Bilcliffe	Thrustianus
Bilclyffe	Thristonus
Bile	Edward
Bill	blank
Bill	Jacobus
Bill	Johannes
Bill	John
Bill	Nicholas
Bill	Thomas
Biller	John
Billing	
Billing	Bartrum
Billing	blank
Billinge	Blank
Billinge	John
Billinge	not given
Billinge	Thomas
Billinge	William
Billinges	Roger
Billingham	Henricus
Billingham	Henry
Billingher	
Billings	John
Billings	Thomas
Billingsby	Robertus
Billingsley	blank
Billingsley	Johannes
Billingsley	John
Billingsley	Martinus
Billingsley	Nicholas
Billingsley	Nicholaus
Billingsley	Nicholus
Billingsley	nil
Billingsley	Not given
Billingsley	Richard
Billingsley	Richard
Billingsley	Rob'tus
Billingsley	unknown
Billingsly	Nicholaus
Billins	Roger
Bilneus	Jacobus
Bilney	
Bilson	Leonard
Bilson	Leonardus
Bilson	Thomas
Bilstone	
Bilstone	John
Bilton	Gulielmus
Bilton	Henricus
Bilton	Jacobus
Bimson	Willhelmus
Bimson	Willmus
Binche	Radulphus
Bincke	Robert
Binckes	BLANK but Robert
Binckes	Christopherus
Binckes	James
Binckes	Robert
Binder	Edward
Binder	Peter
Binfield	Henry
Bing	Andrew
Bing	Johannes
Bingame	Thomas
Binge	Thomas
Bingell	Thomas
Bingham	J. (N?)
Bingham	Johannes
Bingham	John
Bingham	Josephus
Bingham	Richard
Bingham	Richard, junr.
Bingham	Robert
Bingham	Thomas
Bingham	William
Bingle	Thomas
Bingley	Egidius
Bingley	James
Bingley	Not Given
Bingley	Thomas
Binion	Morgan
Binkes	Edwardus
Binkes	not given
Binks	Georgius
Binks	Nicolaus
Binks	William
Binlowes	Thomas
Binner	Caspar
Binney	Robert
Binney	Robertus
Binnion	Jon'
Binns	John
Binon	Hugh
Binton	Thomas
Binyon	blank
Biram	Richard
Birbeck	Charles
Birbeck	John
Birbeck	Richus
Birbeck	Simon
Birbecke	Peter
Birch	
Birch	Abdias
Birch	Abrahamus
Birch	blank
Birch	Charles
Birch	Elias
Birch	Franciscus
Birch	George
Birch	Georgius
Birch	Guilielmus
Birch	Gul.
Birch	Jacobus
Birch	James
Birch	Jo.
Birch	Johannes
Birch	Johes
Birch	John
Birch	Josephus
Birch	Matthaeus
Birch	Mattheus
Birch	not given
Birch	Peter
Birch	Samuel
Birch	Thomas
Birch	William
Birch	Willielmus
Birchall	Edward
Birchall	Georgius
Birchall	Gulielmus
Birchall	Jacobus
Birchall	Josephus
Birchall	Josias
Birchall	William
Birche	Abdias
Birche	George
Birche	John
Birche	Radulphus
Birche	Ricardus
Birche	Richardus
Birche	Robertus
Birche	William
Bircheley	
Birches	not given
Birches	Ricardus
Birchet	Rich
Birchet	Saml
Birchett	Richardus
Birchett	Samuel
Birchill	Josias
Birchinshaw	John
Birchinshawe	Mauricius
Birchley	Roger
Birckett	Thomas
Birckheade	Thomas
Bird	
Bird	Barnard
Bird	Barnard (sic)
Bird	Barnardus
Bird	Bartram
Bird	Bernard
Bird	Bernardus
Bird	blank
Bird	Drury
Bird	Gulielmus
Bird	Henricus
Bird	Isaac
Bird	Isaacus
Bird	James
Bird	Joannes
Bird	Johannes
Bird	John
Bird	Joseph
Bird	Josephus
Bird	Josias
Bird	Richard
Bird	Richardus
Bird	Richus
Bird	Robert
Bird	Robertus
Bird	Roger
Bird	Rogerus
Bird	Samuel
Bird	Samuelis
Bird	Samuell
Bird	Thomas
Bird	unknown
Bird	Wilfred
Bird	William
Bird	Willimus
Bird (?)	Willielmus
Bird Allen	David
Birdall	David
Birdcock	John
Birde	Joannes
Birde	Johannes
Birde	John
Birde	Radulphus
Birde	Richard
Birde	Richardus
Birde	Robert
Birde	Robertus
Birde	Robtus
Birde	William
Birehall	Gulielmus
Birk	Elizeus
Birkbeck	Charles
Birkbeck	Johannes
Birkbeck	John
Birkbeck	Paull
Birkbeck	Thomas
Birkbrook	Thomas
Birkehed	Thomas
Birkenshaw	David
Birkenshaw	Edmund
Birket	Edward
Birket	Edwardus
Birket	Esward
Birket	Petrus
Birket	Richard
Birket	Richardus
Birket	Thomas
Birket	Willimus
Birkett	
Birkett	Brianus
Birkett	George
Birkett	Georgius
Birkett	Gulielmus
Birkett	Joannes
Birkett	Johannes
Birkett	Johes
Birkett	Joseph
Birkett	Peter
Birkett	Petrus
Birkett	Ricardus
Birkett	Richard
Birkett	Richardus
Birkett	Rogerus
Birkett	Thomas
Birkett	William
Birkett	Willimus
Birkhead	Daniel
Birkhead	Daniel'
Birkhead	Francis
Birkhead	Franciscus
Birkhead	Johannes
Birkhead	Richardus
Birkhead	William
Birkhed	Johannes
Birkhed	Thomas
Birkhed	unknown
Birkles	Walter
Birlingham	Christopherus
Birns	Radulphus
Birom	not given
Birom	Willmus
Biron	Homfridus
Birstall	Guilielmus
Birstall	Gulielmus
Birstall	nil
Birt	blank
Birt	J
Birt	James
Birt	Thomas
Birtby	Allured
Birtells	Jacobus
Birtilles	Henricus
Birtles	Edvardus
Birtles	Jacobus
Birtwisels	Hugo
Birtwistell	Hugo
Bis	Willielmus
Bisbie	Nathaniel
Biscoe	
Biscoe	Sam:
Bise	Walter
Biseley	James
Bish	Johannes
Bishe	Johannes
Bishop	Edward
Bishop	Edwardus
Bishop	Francis
Bishop	Franciscus
Bishop	Henry
Bishop	Henry
Bishop	Johannes
Bishop	John
Bishop	Jon:
Bishop	Radulphus
Bishop	Ralph
Bishop	Robert
Bishop	Samuel
Bishop	Thomas
Bishop	William
Bishop of Bangor	Lewis
Bishop of Chester	John
Bishop of Chichester	blank
Bishop of Coventry & Lichfield	not given
Bishop of Dover	
Bishop of Landaffe	
Bishop of Rochester	
Bishope	Alano
Bishope	blank
Bishopp	Johannes
Bishopp	John
Bishopp	Thomas
Bishopp	Willimus
Bishoppe	--
Bishoppe	George
Bishoppe	Johannes
Bishoppe	John
Bishton	Thomas
Biskoe	Johannes
Bisley	Jacobus
Bisley	James
Bisley	Richard
Bisley	Richardus
Bisly	Robertus
Bislye	James
Bispam	William
Bispham	Gulielmus
Bispham	not given
Bispham	William
Biss	William
Bissall	Henry
Bisse	Guilielmus
Bisse	Johannes
Bisse	Tho:
Bisse	Thomas
Bisse	Walter
Bisse	Walter
Bisse	Walterus
Bissell	
Bissell	Henricus
Bissell	Jacobus
Bissell	Johannes
Bissell	Johes
Bissett	JC
Bisshe	Johannes
Bisshop	Gregory
Bisshop	John
Bisshopp	Johannes
